,2017-07-03,2017-07-04,2017-07-05,2017-07-06,2017-07-07,2017-07-08,2017-07-09,2017-07-10,2017-07-11,2017-07-12,2017-07-13,2017-07-14,2017-07-15,2017-07-16,2017-07-17,2017-07-18,2017-07-19,2017-07-20,2017-07-21,2017-07-22,2017-07-23,2017-07-24,2017-07-25,2017-07-26,2017-07-27,2017-07-28,2017-07-29,2017-07-30,2017-07-31,2017-08-01,2017-08-02,2017-08-03,2017-08-04,2017-08-05,2017-08-06,2017-08-07,2017-08-08,2017-08-09,2017-08-10,2017-08-11,2017-08-12,2017-08-13,2017-08-14,2017-08-15,2017-08-16,2017-08-17,2017-08-18,2017-08-19,2017-08-20,2017-08-21,2017-08-22,2017-08-23,2017-08-24,2017-08-25,2017-08-26,2017-08-27,2017-08-28,2017-08-29,2017-08-30,2017-08-31,2017-09-01,2017-09-02,2017-09-03,2017-09-04,2017-09-05,2017-09-06,2017-09-07,2017-09-08,2017-09-09,2017-09-10,2017-09-11,2017-09-12,2017-09-13,2017-09-14,2017-09-15,2017-09-16,2017-09-17,2017-09-18,2017-09-19,2017-09-20,2017-09-21,2017-09-22,2017-09-23,2017-09-24,2017-09-25,2017-09-26,2017-09-27,2017-09-28,2017-09-29,2017-09-30,2017-10-01,2017-10-02,2017-10-03,2017-10-04,2017-10-05,2017-10-06,2017-10-07,2017-10-08,2017-10-09,2017-10-10,2017-10-11,2017-10-12,2017-10-13,2017-10-14,2017-10-15,2017-10-16,2017-10-17,2017-10-18,2017-10-19,2017-10-20,2017-10-21,2017-10-22,2017-10-23,2017-10-24,2017-10-25,2017-10-26,2017-10-27,2017-10-28
0,1.034248868,1.034145416,1.0349606368000002,1.0353022748,1.035638772,1.035079944,1.035079944,1.0352600248000001,1.0353519171999999,1.0354579676,1.0359909424,1.0361653356,1.0350871568,1.0350871568,1.0352552592,1.0355928984,1.0367464912000002,1.0369488696000002,1.0369622536,1.0373120192,1.0373120192,1.0375120824000001,1.0372721403999998,1.0372269308,1.037649528,1.0378354876,1.0384118432,1.0384118432,1.038611658,1.0390543280000002,1.0385126964,1.0383762284,1.0381967264,1.0385746768000002,1.0385746768000002,1.0387483728,1.0390590303999998,1.0391942024,1.0389570052,1.0378898172000002,1.0388096740000001,1.0388096740000001,1.0927529507,1.0933001674,1.0935404287,1.0947524649000002,1.0946491252,1.0955248327000002,1.0955248327000002,1.0956950777,1.0954019395,1.0954464761,1.0942452023,1.0969291971000001,1.0986815836000001,1.0986815836000001,1.0988607872,1.0976871737,1.0973708545,1.0974444497,1.0982802154000002,1.0990138251000001,1.0990138251000001,1.0991927522000002,1.0992948056,1.0994088840000003,1.0985683554,1.0984989802,1.0991932133,1.0991932133,1.0993643589,1.0998911687000001,1.1002621693999999,1.1000520042000002,1.0998267166,1.1007333039,1.1007333039,1.1009042757,1.1002498630000002,1.1010864108000002,1.1008153786,1.1007895439000002,1.0993937869000001,1.0993937869000001,1.0995699805999999,1.0996736061,1.1001763580000001,1.1006064634,1.1006064634,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1036516394,1.1218617275,1.1217802500000003,1.12206982,1.12345495,1.121943975,1.121943975,1.1221073625,1.122602205,1.1234370125000002,1.12254001,1.123373865,1.1244394350000002,1.1244394350000002,1.1246068650000003,1.12579865,1.1275780775000002,1.1283118475,1.1291526825,1.128174755
1,1.034248868,1.034145416,1.0349606368000002,1.0353022748,1.035638772,1.035079944,1.035079944,1.0352600248000001,1.0353519171999999,1.0354579676,1.0359909424,1.0361653356,1.0350871568,1.0350871568,1.0352552592,1.0355928984,1.0367464912000002,1.0369488696000002,1.0369622536,1.0373120192,1.0373120192,1.0375120824000001,1.0372721403999998,1.0372269308,1.037649528,1.0378354876,1.0384118432,1.0384118432,1.038611658,1.0390543280000002,1.0385126964,1.0383762284,1.0381967264,1.0385746768000002,1.0385746768000002,1.0387483728,1.0390590303999998,1.0391942024,1.0389570052,1.0378898172000002,1.0388096740000001,1.0388096740000001,1.0927529507,1.0933001674,1.0935404287,1.0947524649000002,1.0946491252,1.0955248327000002,1.0955248327000002,1.0956950777,1.0954019395,1.0954464761,1.0942452023,1.0969291971000001,1.0986815836000001,1.0986815836000001,1.0988607872,1.0976871737,1.0973708545,1.0974444497,1.0982802154000002,1.0990138251000001,1.0990138251000001,1.0991927522000002,1.0992948056,1.0994088840000003,1.0985683554,1.0984989802,1.0991932133,1.0991932133,1.0993643589,1.0998911687000001,1.1002621693999999,1.1000520042000002,1.0998267166,1.1007333039,1.1007333039,1.1009042757,1.1002498630000002,1.1010864108000002,1.1008153786,1.1007895439000002,1.0993937869000001,1.0993937869000001,1.0995699805999999,1.0996736061,1.1001763580000001,1.1006064634,1.1006064634,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1036516394,1.1218617275,1.1217802500000003,1.12206982,1.12345495,1.121943975,1.121943975,1.1221073625,1.122602205,1.1234370125000002,1.12254001,1.123373865,1.1244394350000002,1.1244394350000002,1.1246068650000003,1.12579865,1.1275780775000002,1.1283118475,1.1291526825,1.128174755
2,1.034248868,1.034145416,1.0349606368000002,1.0353022748,1.035638772,1.035079944,1.035079944,1.0352600248000001,1.0353519171999999,1.0354579676,1.0359909424,1.0361653356,1.0350871568,1.0350871568,1.0352552592,1.0355928984,1.0367464912000002,1.0369488696000002,1.0369622536,1.0373120192,1.0373120192,1.0375120824000001,1.0372721403999998,1.0372269308,1.037649528,1.0378354876,1.0384118432,1.0384118432,1.038611658,1.0390543280000002,1.0385126964,1.0383762284,1.0381967264,1.0385746768000002,1.0385746768000002,1.0387483728,1.0390590303999998,1.0391942024,1.0389570052,1.0378898172000002,1.0388096740000001,1.0388096740000001,1.0927529507,1.0933001674,1.0935404287,1.0947524649000002,1.0946491252,1.0955248327000002,1.0955248327000002,1.0956950777,1.0954019395,1.0954464761,1.0942452023,1.0969291971000001,1.0986815836000001,1.0986815836000001,1.0988607872,1.0976871737,1.0973708545,1.0974444497,1.0982802154000002,1.0990138251000001,1.0990138251000001,1.0991927522000002,1.0992948056,1.0994088840000003,1.0985683554,1.0984989802,1.0991932133,1.0991932133,1.0993643589,1.0998911687000001,1.1002621693999999,1.1000520042000002,1.0998267166,1.1007333039,1.1007333039,1.1009042757,1.1002498630000002,1.1010864108000002,1.1008153786,1.1007895439000002,1.0993937869000001,1.0993937869000001,1.0995699805999999,1.0996736061,1.1001763580000001,1.1006064634,1.1006064634,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1036516394,1.1218617275,1.1217802500000003,1.12206982,1.12345495,1.121943975,1.121943975,1.1221073625,1.122602205,1.1234370125000002,1.12254001,1.123373865,1.1244394350000002,1.1244394350000002,1.1246068650000003,1.12579865,1.1275780775000002,1.1283118475,1.1291526825,1.128174755
3,1.034248868,1.034145416,1.0349606368000002,1.0353022748,1.035638772,1.035079944,1.035079944,1.0352600248000001,1.0353519171999999,1.0354579676,1.0359909424,1.0361653356,1.0350871568,1.0350871568,1.0352552592,1.0355928984,1.0367464912000002,1.0369488696000002,1.0369622536,1.0373120192,1.0373120192,1.0375120824000001,1.0372721403999998,1.0372269308,1.037649528,1.0378354876,1.0384118432,1.0384118432,1.038611658,1.0390543280000002,1.0385126964,1.0383762284,1.0381967264,1.0385746768000002,1.0385746768000002,1.0387483728,1.0390590303999998,1.0391942024,1.0389570052,1.0378898172000002,1.0388096740000001,1.0388096740000001,1.0927529507,1.0933001674,1.0935404287,1.0947524649000002,1.0946491252,1.0955248327000002,1.0955248327000002,1.0956950777,1.0954019395,1.0954464761,1.0942452023,1.0969291971000001,1.0986815836000001,1.0986815836000001,1.0988607872,1.0976871737,1.0973708545,1.0974444497,1.0982802154000002,1.0990138251000001,1.0990138251000001,1.0991927522000002,1.0992948056,1.0994088840000003,1.0985683554,1.0984989802,1.0991932133,1.0991932133,1.0993643589,1.0998911687000001,1.1002621693999999,1.1000520042000002,1.0998267166,1.1007333039,1.1007333039,1.1009042757,1.1002498630000002,1.1010864108000002,1.1008153786,1.1007895439000002,1.0993937869000001,1.0993937869000001,1.0995699805999999,1.0996736061,1.1001763580000001,1.1006064634,1.1006064634,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1036516394,1.1218617275,1.1217802500000003,1.12206982,1.12345495,1.121943975,1.121943975,1.1221073625,1.122602205,1.1234370125000002,1.12254001,1.123373865,1.1244394350000002,1.1244394350000002,1.1246068650000003,1.12579865,1.1275780775000002,1.1283118475,1.1291526825,1.128174755
4,1.034248868,1.034145416,1.0349606368000002,1.0353022748,1.035638772,1.035079944,1.035079944,1.0352600248000001,1.0353519171999999,1.0354579676,1.0359909424,1.0361653356,1.0350871568,1.0350871568,1.0352552592,1.0355928984,1.0367464912000002,1.0369488696000002,1.0369622536,1.0373120192,1.0373120192,1.0375120824000001,1.0372721403999998,1.0372269308,1.037649528,1.0378354876,1.0384118432,1.0384118432,1.038611658,1.0390543280000002,1.0385126964,1.0383762284,1.0381967264,1.0385746768000002,1.0385746768000002,1.0387483728,1.0390590303999998,1.0391942024,1.0389570052,1.0378898172000002,1.0388096740000001,1.0388096740000001,1.0927529507,1.0933001674,1.0935404287,1.0947524649000002,1.0946491252,1.0955248327000002,1.0955248327000002,1.0956950777,1.0954019395,1.0954464761,1.0942452023,1.0969291971000001,1.0986815836000001,1.0986815836000001,1.0988607872,1.0976871737,1.0973708545,1.0974444497,1.0982802154000002,1.0990138251000001,1.0990138251000001,1.0991927522000002,1.0992948056,1.0994088840000003,1.0985683554,1.0984989802,1.0991932133,1.0991932133,1.0993643589,1.0998911687000001,1.1002621693999999,1.1000520042000002,1.0998267166,1.1007333039,1.1007333039,1.1009042757,1.1002498630000002,1.1010864108000002,1.1008153786,1.1007895439000002,1.0993937869000001,1.0993937869000001,1.0995699805999999,1.0996736061,1.1001763580000001,1.1006064634,1.1006064634,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1036516394,1.1218617275,1.1217802500000003,1.12206982,1.12345495,1.121943975,1.121943975,1.1221073625,1.122602205,1.1234370125000002,1.12254001,1.123373865,1.1244394350000002,1.1244394350000002,1.1246068650000003,1.12579865,1.1275780775000002,1.1283118475,1.1291526825,1.128174755
5,1.034248868,1.034145416,1.0349606368000002,1.0353022748,1.035638772,1.035079944,1.035079944,1.0352600248000001,1.0353519171999999,1.0354579676,1.0359909424,1.0361653356,1.0350871568,1.0350871568,1.0352552592,1.0355928984,1.0367464912000002,1.0369488696000002,1.0369622536,1.0373120192,1.0373120192,1.0375120824000001,1.0372721403999998,1.0372269308,1.037649528,1.0378354876,1.0384118432,1.0384118432,1.038611658,1.0390543280000002,1.0385126964,1.0383762284,1.0381967264,1.0385746768000002,1.0385746768000002,1.0387483728,1.0390590303999998,1.0391942024,1.0389570052,1.0378898172000002,1.0388096740000001,1.0388096740000001,1.0927529507,1.0933001674,1.0935404287,1.0947524649000002,1.0946491252,1.0955248327000002,1.0955248327000002,1.0956950777,1.0954019395,1.0954464761,1.0942452023,1.0969291971000001,1.0986815836000001,1.0986815836000001,1.0988607872,1.0976871737,1.0973708545,1.0974444497,1.0982802154000002,1.0990138251000001,1.0990138251000001,1.0991927522000002,1.0992948056,1.0994088840000003,1.0985683554,1.0984989802,1.0991932133,1.0991932133,1.0993643589,1.0998911687000001,1.1002621693999999,1.1000520042000002,1.0998267166,1.1007333039,1.1007333039,1.1009042757,1.1002498630000002,1.1010864108000002,1.1008153786,1.1007895439000002,1.0993937869000001,1.0993937869000001,1.0995699805999999,1.0996736061,1.1001763580000001,1.1006064634,1.1006064634,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1028455155,1.1036516394,1.1218617275,1.1217802500000003,1.12206982,1.12345495,1.121943975,1.121943975,1.1221073625,1.122602205,1.1234370125000002,1.12254001,1.123373865,1.1244394350000002,1.1244394350000002,1.1246068650000003,1.12579865,1.1275780775000002,1.1283118475,1.1291526825,1.128174755
6,1.219632895,1.21604649,1.220927752,1.2207298845,1.2205644549999999,1.21852141,1.21852141,1.218531197,1.2170049955,1.2161964765,1.217964986,1.2181297464999998,1.209742302,1.209742302,1.2097514379999998,1.211503201,1.2178766680000002,1.220898069,1.221803579,1.223519838,1.223519838,1.223530711,1.2209940185,1.2201729745,1.2218469200000002,1.2248307764999997,1.2271614480000002,1.2271614480000002,1.2271723075,1.2301046699999998,1.2277259835,1.2256910885,1.222157246,1.2250101020000002,1.2250101020000002,1.225019542,1.226046556,1.2281575110000003,1.2275140655,1.2234386205,1.2306377975,1.2306377975,1.4187275665,1.425057403,1.4172619765,1.4165149155,1.415939894,1.4197443565000003,1.4197443565000003,1.4197551315,1.4243965025,1.4233259795,1.4181074685000001,1.4322449745,1.4397704420000002,1.4397704420000002,1.4397817840000002,1.4379632515000003,1.4373829275,1.4358364715,1.4439659630000001,1.4451976345000002,1.4451976345000002,1.4452089590000001,1.452474532,1.4530619800000002,1.4466492629999999,1.448254619,1.4567220135,1.4567220135,1.4567328455000002,1.4533342765000001,1.458851593,1.4555728989999999,1.4505665770000002,1.4617181205,1.4617181205,1.4617289415,1.4579144849999999,1.462316026,1.455125467,1.4524949205000002,1.4518045055000002,1.4518045055000002,1.451815657,1.4515693295,1.4541510100000001,1.4633605230000002,1.4633605230000002,1.4736842225,1.4736842225,1.4736842225,1.4736842225,1.4736842225,1.4736842225,1.4736842225,1.4736842225,1.4736842225,1.473735243,1.3095970485000001,1.31321095,1.315853788,1.31865433,1.314012865,1.314012865,1.3140237575000002,1.3159393470000003,1.3233578675,1.323543334,1.323418791,1.3331216289999999,1.3331216289999999,1.333132791,1.33639451,1.3428599385000002,1.3408912565,1.3421676455,1.344900117
7,1.0642218950000002,1.05825149,1.0642327520000001,1.0634108845,1.062876455,1.05804641,1.05804641,1.058056197,1.0574999955,1.0552484765,1.057497986,1.0587947464999998,1.048399302,1.048399302,1.0484084379999998,1.0482782009999998,1.0571436680000001,1.059684069,1.0614045790000002,1.0616798379999999,1.0616798379999999,1.061690711,1.0600670185,1.0573559745,1.05711992,1.0629537765000001,1.068259448,1.068259448,1.0682703075,1.0695856700000002,1.0660699835,1.0637290885000001,1.061623246,1.068132102,1.068132102,1.068141542,1.069567556,1.0764975110000001,1.0758020655,1.0706416205,1.0782507975,1.0782507975,1.2316005665,1.2338614030000001,1.2294609765,1.2306659155,1.236060894,1.2415543565,1.2415543565,1.2415651315,1.2405905025000001,1.2351659795,1.2289764685,1.2346069745000001,1.2381624420000001,1.2381624420000001,1.238173784,1.2328542515,1.2316899275000002,1.2283554715,1.233065963,1.2388066345,1.2388066345,1.2388179590000001,1.241208532,1.24094898,1.240774263,1.244169619,1.2406100135,1.2406100135,1.2406208455,1.2377712765000002,1.2410665929999998,1.241251899,1.242707577,1.2486381205000001,1.2486381205000001,1.2486489415,1.247349485,1.249565026,1.2471554669999998,1.2471609204999998,1.2532965054999998,1.2532965054999998,1.2533076570000001,1.2508583295000002,1.25125901,1.259634523,1.259634523,1.2718952225,1.2718952225,1.2718952225,1.2718952225,1.2718952225,1.2718952225,1.2718952225,1.2718952225,1.2718952225,1.2719462430000001,1.3889670484999999,1.3957479499999998,1.399988788,1.40148433,1.397254865,1.397254865,1.3972657575,1.399797347,1.4109878674999998,1.417029334,1.415184791,1.433460629,1.433460629,1.433471791,1.43673951,1.4512349384999998,1.4402852565,1.4437506455,1.437841117
8,1.0642218950000002,1.05825149,1.0642327520000001,1.0634108845,1.062876455,1.05804641,1.05804641,1.058056197,1.0574999955,1.0552484765,1.057497986,1.0587947464999998,1.048399302,1.048399302,1.0484084379999998,1.0482782009999998,1.0571436680000001,1.059684069,1.0614045790000002,1.0616798379999999,1.0616798379999999,1.061690711,1.0600670185,1.0573559745,1.05711992,1.0629537765000001,1.068259448,1.068259448,1.0682703075,1.0695856700000002,1.0660699835,1.0637290885000001,1.061623246,1.068132102,1.068132102,1.068141542,1.069567556,1.0764975110000001,1.0758020655,1.0706416205,1.0782507975,1.0782507975,1.2316005665,1.2338614030000001,1.2294609765,1.2306659155,1.236060894,1.2415543565,1.2415543565,1.2415651315,1.2405905025000001,1.2351659795,1.2289764685,1.2346069745000001,1.2381624420000001,1.2381624420000001,1.238173784,1.2328542515,1.2316899275000002,1.2283554715,1.233065963,1.2388066345,1.2388066345,1.2388179590000001,1.241208532,1.24094898,1.240774263,1.244169619,1.2406100135,1.2406100135,1.2406208455,1.2377712765000002,1.2410665929999998,1.241251899,1.242707577,1.2486381205000001,1.2486381205000001,1.2486489415,1.247349485,1.249565026,1.2471554669999998,1.2471609204999998,1.2532965054999998,1.2532965054999998,1.2533076570000001,1.2508583295000002,1.25125901,1.259634523,1.259634523,1.2718952225,1.2718952225,1.2718952225,1.2718952225,1.2718952225,1.2718952225,1.2718952225,1.2718952225,1.2718952225,1.2719462430000001,1.3889670484999999,1.3957479499999998,1.399988788,1.40148433,1.397254865,1.397254865,1.3972657575,1.399797347,1.4109878674999998,1.417029334,1.415184791,1.433460629,1.433460629,1.433471791,1.43673951,1.4512349384999998,1.4402852565,1.4437506455,1.437841117
